hex_id,timestamp,day_type,residential_kw,ev_unmanaged_kw,total_demand_kw,capacity_limit_kw,capacity_breach
8960145b483ffff,2026-05-06 12:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b483ffff,2026-05-06 13:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b483ffff,2026-05-06 14:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b483ffff,2026-05-06 15:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b483ffff,2026-05-06 16:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b483ffff,2026-05-06 17:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b483ffff,2026-05-06 18:00:00,weekday,135.36,59.81,195.16,150.0,True
8960145b483ffff,2026-05-06 19:00:00,weekday,143.3,41.38,184.68,150.0,True
8960145b483ffff,2026-05-06 20:00:00,weekday,148.3,76.37,224.67,150.0,True
8960145b483ffff,2026-05-06 21:00:00,weekday,150.0,50.35,200.35,150.0,True
8960145b483ffff,2026-05-06 22:00:00,weekday,148.3,66.5,214.8,150.0,True
8960145b483ffff,2026-05-06 23:00:00,weekday,143.3,0.0,143.3,150.0,False
8960145b483ffff,2026-05-07 00:00:00,weekday,135.36,0.0,135.36,150.0,False
8960145b483ffff,2026-05-07 01:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b483ffff,2026-05-07 02:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b483ffff,2026-05-07 03:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b483ffff,2026-05-07 04:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b483ffff,2026-05-07 05:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b483ffff,2026-05-07 06:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b483ffff,2026-05-07 07:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b483ffff,2026-05-07 08:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b483ffff,2026-05-07 09:00:00,weekday,50.0,0.0,50.0,150.0,False
8960145b483ffff,2026-05-07 10:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b483ffff,2026-05-07 11:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b483ffff,2026-05-07 12:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b483ffff,2026-05-07 13:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b483ffff,2026-05-07 14:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b483ffff,2026-05-07 15:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b483ffff,2026-05-07 16:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b483ffff,2026-05-07 17:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b483ffff,2026-05-07 18:00:00,weekday,135.36,52.47,187.82,150.0,True
8960145b483ffff,2026-05-07 19:00:00,weekday,143.3,60.8,204.1,150.0,True
8960145b483ffff,2026-05-07 20:00:00,weekday,148.3,61.87,210.16,150.0,True
8960145b483ffff,2026-05-07 21:00:00,weekday,150.0,47.39,197.39,150.0,True
8960145b483ffff,2026-05-07 22:00:00,weekday,148.3,78.78,227.08,150.0,True
8960145b483ffff,2026-05-07 23:00:00,weekday,143.3,0.0,143.3,150.0,False
8960145b49bffff,2026-05-01 00:00:00,weekday,135.36,0.0,135.36,150.0,False
8960145b49bffff,2026-05-01 01:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-01 02:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b49bffff,2026-05-01 03:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b49bffff,2026-05-01 04:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b49bffff,2026-05-01 05:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b49bffff,2026-05-01 06:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b49bffff,2026-05-01 07:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b49bffff,2026-05-01 08:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b49bffff,2026-05-01 09:00:00,weekday,50.0,0.0,50.0,150.0,False
8960145b49bffff,2026-05-01 10:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b49bffff,2026-05-01 11:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b49bffff,2026-05-01 12:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b49bffff,2026-05-01 13:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b49bffff,2026-05-01 14:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b49bffff,2026-05-01 15:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b49bffff,2026-05-01 16:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b49bffff,2026-05-01 17:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-01 18:00:00,weekday,135.36,71.01,206.36,150.0,True
8960145b49bffff,2026-05-01 19:00:00,weekday,143.3,77.58,220.88,150.0,True
8960145b49bffff,2026-05-01 20:00:00,weekday,148.3,75.79,224.09,150.0,True
8960145b49bffff,2026-05-01 21:00:00,weekday,150.0,63.92,213.92,150.0,True
8960145b49bffff,2026-05-01 22:00:00,weekday,148.3,76.87,225.17,150.0,True
8960145b49bffff,2026-05-01 23:00:00,weekday,143.3,0.0,143.3,150.0,False
8960145b49bffff,2026-05-02 00:00:00,weekend,126.5,0.0,126.5,150.0,False
8960145b49bffff,2026-05-02 01:00:00,weekend,118.54,0.0,118.54,150.0,False
8960145b49bffff,2026-05-02 02:00:00,weekend,110.0,0.0,110.0,150.0,False
8960145b49bffff,2026-05-02 03:00:00,weekend,101.46,0.0,101.46,150.0,False
8960145b49bffff,2026-05-02 04:00:00,weekend,93.5,0.0,93.5,150.0,False
8960145b49bffff,2026-05-02 05:00:00,weekend,86.67,0.0,86.67,150.0,False
8960145b49bffff,2026-05-02 06:00:00,weekend,81.42,0.0,81.42,150.0,False
8960145b49bffff,2026-05-02 07:00:00,weekend,78.12,0.0,78.12,150.0,False
8960145b49bffff,2026-05-02 08:00:00,weekend,77.0,0.0,77.0,150.0,False
8960145b49bffff,2026-05-02 09:00:00,weekend,78.12,0.0,78.12,150.0,False
8960145b49bffff,2026-05-02 10:00:00,weekend,81.42,32.65,114.08,150.0,False
8960145b49bffff,2026-05-02 11:00:00,weekend,86.67,35.88,122.54,150.0,False
8960145b49bffff,2026-05-02 12:00:00,weekend,93.5,31.36,124.86,150.0,False
8960145b49bffff,2026-05-02 13:00:00,weekend,101.46,39.76,141.22,150.0,False
8960145b49bffff,2026-05-02 14:00:00,weekend,110.0,41.66,151.66,150.0,True
8960145b49bffff,2026-05-02 15:00:00,weekend,118.54,38.14,156.68,150.0,True
8960145b49bffff,2026-05-02 16:00:00,weekend,126.5,54.86,181.36,150.0,True
8960145b49bffff,2026-05-02 17:00:00,weekend,133.33,40.7,174.04,150.0,True
8960145b49bffff,2026-05-02 18:00:00,weekend,138.58,38.43,177.01,150.0,True
8960145b49bffff,2026-05-02 19:00:00,weekend,141.88,46.28,188.16,150.0,True
8960145b49bffff,2026-05-02 20:00:00,weekend,143.0,34.23,177.23,150.0,True
8960145b49bffff,2026-05-02 21:00:00,weekend,141.88,54.07,195.94,150.0,True
8960145b49bffff,2026-05-02 22:00:00,weekend,138.58,32.24,170.82,150.0,True
8960145b49bffff,2026-05-02 23:00:00,weekend,133.33,0.0,133.33,150.0,False
8960145b49bffff,2026-05-03 00:00:00,weekend,126.5,0.0,126.5,150.0,False
8960145b49bffff,2026-05-03 01:00:00,weekend,118.54,0.0,118.54,150.0,False
8960145b49bffff,2026-05-03 02:00:00,weekend,110.0,0.0,110.0,150.0,False
8960145b49bffff,2026-05-03 03:00:00,weekend,101.46,0.0,101.46,150.0,False
8960145b49bffff,2026-05-03 04:00:00,weekend,93.5,0.0,93.5,150.0,False
8960145b49bffff,2026-05-03 05:00:00,weekend,86.67,0.0,86.67,150.0,False
8960145b49bffff,2026-05-03 06:00:00,weekend,81.42,0.0,81.42,150.0,False
8960145b49bffff,2026-05-03 07:00:00,weekend,78.12,0.0,78.12,150.0,False
8960145b49bffff,2026-05-03 08:00:00,weekend,77.0,0.0,77.0,150.0,False
8960145b49bffff,2026-05-03 09:00:00,weekend,78.12,0.0,78.12,150.0,False
8960145b49bffff,2026-05-03 10:00:00,weekend,81.42,59.61,141.03,150.0,False
8960145b49bffff,2026-05-03 11:00:00,weekend,86.67,53.17,139.83,150.0,False
8960145b49bffff,2026-05-03 12:00:00,weekend,93.5,35.96,129.46,150.0,False
8960145b49bffff,2026-05-03 13:00:00,weekend,101.46,30.17,131.62,150.0,False
8960145b49bffff,2026-05-03 14:00:00,weekend,110.0,54.46,164.46,150.0,True
8960145b49bffff,2026-05-03 15:00:00,weekend,118.54,51.21,169.75,150.0,True
8960145b49bffff,2026-05-03 16:00:00,weekend,126.5,51.87,178.37,150.0,True
8960145b49bffff,2026-05-03 17:00:00,weekend,133.33,53.14,186.47,150.0,True
8960145b49bffff,2026-05-03 18:00:00,weekend,138.58,32.22,170.8,150.0,True
8960145b49bffff,2026-05-03 19:00:00,weekend,141.88,40.75,182.63,150.0,True
8960145b49bffff,2026-05-03 20:00:00,weekend,143.0,33.48,176.48,150.0,True
8960145b49bffff,2026-05-03 21:00:00,weekend,141.88,55.89,197.77,150.0,True
8960145b49bffff,2026-05-03 22:00:00,weekend,138.58,48.7,187.28,150.0,True
8960145b49bffff,2026-05-03 23:00:00,weekend,133.33,0.0,133.33,150.0,False
8960145b49bffff,2026-05-04 00:00:00,weekday,135.36,0.0,135.36,150.0,False
8960145b49bffff,2026-05-04 01:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-04 02:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b49bffff,2026-05-04 03:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b49bffff,2026-05-04 04:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b49bffff,2026-05-04 05:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b49bffff,2026-05-04 06:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b49bffff,2026-05-04 07:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b49bffff,2026-05-04 08:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b49bffff,2026-05-04 09:00:00,weekday,50.0,0.0,50.0,150.0,False
8960145b49bffff,2026-05-04 10:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b49bffff,2026-05-04 11:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b49bffff,2026-05-04 12:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b49bffff,2026-05-04 13:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b49bffff,2026-05-04 14:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b49bffff,2026-05-04 15:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b49bffff,2026-05-04 16:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b49bffff,2026-05-04 17:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-04 18:00:00,weekday,135.36,53.24,188.59,150.0,True
8960145b49bffff,2026-05-04 19:00:00,weekday,143.3,42.54,185.84,150.0,True
8960145b49bffff,2026-05-04 20:00:00,weekday,148.3,52.44,200.74,150.0,True
8960145b49bffff,2026-05-04 21:00:00,weekday,150.0,53.01,203.01,150.0,True
8960145b49bffff,2026-05-04 22:00:00,weekday,148.3,69.18,217.48,150.0,True
8960145b49bffff,2026-05-04 23:00:00,weekday,143.3,0.0,143.3,150.0,False
8960145b49bffff,2026-05-05 00:00:00,weekday,135.36,0.0,135.36,150.0,False
8960145b49bffff,2026-05-05 01:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-05 02:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b49bffff,2026-05-05 03:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b49bffff,2026-05-05 04:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b49bffff,2026-05-05 05:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b49bffff,2026-05-05 06:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b49bffff,2026-05-05 07:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b49bffff,2026-05-05 08:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b49bffff,2026-05-05 09:00:00,weekday,50.0,0.0,50.0,150.0,False
8960145b49bffff,2026-05-05 10:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b49bffff,2026-05-05 11:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b49bffff,2026-05-05 12:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b49bffff,2026-05-05 13:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b49bffff,2026-05-05 14:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b49bffff,2026-05-05 15:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b49bffff,2026-05-05 16:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b49bffff,2026-05-05 17:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-05 18:00:00,weekday,135.36,65.5,200.86,150.0,True
8960145b49bffff,2026-05-05 19:00:00,weekday,143.3,75.49,218.79,150.0,True
8960145b49bffff,2026-05-05 20:00:00,weekday,148.3,58.89,207.18,150.0,True
8960145b49bffff,2026-05-05 21:00:00,weekday,150.0,44.78,194.78,150.0,True
8960145b49bffff,2026-05-05 22:00:00,weekday,148.3,68.53,216.83,150.0,True
8960145b49bffff,2026-05-05 23:00:00,weekday,143.3,0.0,143.3,150.0,False
8960145b49bffff,2026-05-06 00:00:00,weekday,135.36,0.0,135.36,150.0,False
8960145b49bffff,2026-05-06 01:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-06 02:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b49bffff,2026-05-06 03:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b49bffff,2026-05-06 04:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b49bffff,2026-05-06 05:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b49bffff,2026-05-06 06:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b49bffff,2026-05-06 07:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b49bffff,2026-05-06 08:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b49bffff,2026-05-06 09:00:00,weekday,50.0,0.0,50.0,150.0,False
8960145b49bffff,2026-05-06 10:00:00,weekday,51.7,0.0,51.7,150.0,False
8960145b49bffff,2026-05-06 11:00:00,weekday,56.7,0.0,56.7,150.0,False
8960145b49bffff,2026-05-06 12:00:00,weekday,64.64,0.0,64.64,150.0,False
8960145b49bffff,2026-05-06 13:00:00,weekday,75.0,0.0,75.0,150.0,False
8960145b49bffff,2026-05-06 14:00:00,weekday,87.06,0.0,87.06,150.0,False
8960145b49bffff,2026-05-06 15:00:00,weekday,100.0,0.0,100.0,150.0,False
8960145b49bffff,2026-05-06 16:00:00,weekday,112.94,0.0,112.94,150.0,False
8960145b49bffff,2026-05-06 17:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-06 18:00:00,weekday,135.36,70.43,205.79,150.0,True
8960145b49bffff,2026-05-06 19:00:00,weekday,143.3,62.45,205.75,150.0,True
8960145b49bffff,2026-05-06 20:00:00,weekday,148.3,70.84,219.13,150.0,True
8960145b49bffff,2026-05-06 21:00:00,weekday,150.0,59.75,209.75,150.0,True
8960145b49bffff,2026-05-06 22:00:00,weekday,148.3,60.91,209.21,150.0,True
8960145b49bffff,2026-05-06 23:00:00,weekday,143.3,0.0,143.3,150.0,False
8960145b49bffff,2026-05-07 00:00:00,weekday,135.36,0.0,135.36,150.0,False
8960145b49bffff,2026-05-07 01:00:00,weekday,125.0,0.0,125.0,150.0,False
8960145b49bffff,2026-05-07 02:00:00,weekday,112.94,0.0,112.94,150.0,False
